symbol,direction,entry_time,exit_time,entry_price,exit_price,position_size,pnl,exit_reason,entry_tag,exit_tag,tp1_price,tp1_time,tp1_exit_reason,tp2_price,tp2_time,tp1_pnl,pnl_points,pnl_usd,capital
GBPUSD,short,2025-01-03 03:10:00+00:00,2025-01-03 04:15:00+00:00,1.23843,1.2390191810173783,0.849,-0.0005891810173783707,auto,__fake_mss_bullish_break__support__three_candle_bear,auto,,,,,,,-0.0005891810173783707,-40.39103411208036,9959.60896588792
GBPUSD,short,2025-01-03 03:35:00+00:00,2025-01-03 05:10:00+00:00,1.23844,1.239244467479111,0.622,-0.000804467479111004,auto,__fake_mss_bullish_break__support__engulf_three_bear,auto,,,,,,,-0.000804467479111004,-40.40395756007918,9919.205008327841
GBPUSD,short,2025-01-03 03:40:00+00:00,2025-01-03 05:10:00+00:00,1.23824,1.239246291230603,0.497,-0.0010062912306030292,auto,__fake_mss_bullish_break__support__cisd_bear,auto,,,,,,,-0.0010062912306030292,-40.390129668699565,9878.814878659141
GBPUSD,short,2025-01-03 03:25:00+00:00,2025-01-03 05:10:00+00:00,1.23844,1.2392447670171938,0.621,-0.000804767017193786,auto,__fake_mss_bullish_break__support__ha_three_candle_bear,auto,,,,,,,-0.000804767017193786,-40.354019385464056,9838.460859273677
GBPUSD,long,2025-01-03 03:50:00+00:00,2025-01-03 07:50:00+00:00,1.23846,1.2393399999999999,0.429,0.0007315133111527317,RR_1:4,__fake_mss_bullish_break__support__three_candle_bull,RR_1:4,1.23882,2025-01-03 04:15:00+00:00,RR_1:2,"{'level': 1.2396260532446108, 'tag': 'RR_1:4'}",2025-01-03 07:50:00+00:00,0.0001544400000000592,0.0007315133111527317,25.33947083349659,9863.800330107173
GBPUSD,short,2025-01-03 07:50:00+00:00,2025-01-03 08:15:00+00:00,1.2393399999999999,1.2399633248819841,0.802,-0.0006233248819842441,auto,__fake_bos_bullish_break__support__cisd_bear,auto,,,,,,,-0.0006233248819842441,-40.336514221389116,9823.463815885785
GBPUSD,short,2025-01-03 07:55:00+00:00,2025-01-03 08:15:00+00:00,1.23948,1.2399580873904137,1.046,-0.0004780873904137728,auto,__fake_bos_bullish_break__support__ha_three_candle_bear,auto,,,,,,,-0.0004780873904137728,-40.3459039575311,9783.117911928253
GBPUSD,short,2025-01-03 08:30:00+00:00,2025-01-03 08:55:00+00:00,1.23973,1.2403012168964127,0.875,-0.0005712168964127073,auto,__fake_bos_bullish_break__support__cisd_bear,auto,,,,,,,-0.0005712168964127073,-40.31642247595193,9742.801489452302
GBPUSD,long,2025-01-03 04:00:00+00:00,2025-01-03 09:05:00+00:00,1.23875,1.23984,0.2845,0.0009840089264532281,RR_1:4,__fake_mss_bullish_break__support__engulf_three_bull,RR_1:4,1.2393399999999999,2025-01-03 07:50:00+00:00,RR_1:2,"{'level': 1.2405060357058129, 'tag': 'RR_1:4'}",2025-01-03 09:05:00+00:00,0.00016785499999996255,0.0009840089264532281,22.599438109056983,9765.400927561359
GBPUSD,long,2025-01-03 07:20:00+00:00,2025-01-03 09:20:00+00:00,1.23919,1.239192929536933,0.2775,0.00045199909752258183,BE after TP1,__None__support__cisd_bull,BE after TP1,1.23984,2025-01-03 09:05:00+00:00,RR_1:2,,,0.00018037500000001096,0.00045199909752258183,10.121914279692094,9775.52284184105
GBPUSD,long,2025-01-03 08:40:00+00:00,2025-01-03 09:20:00+00:00,1.23987,1.239094001757685,0.644,-0.0007759982423150014,auto,__fake_bos_bullish_break__support__ha_two_candle_bull,auto,,,,,,,-0.0007759982423150014,-40.306069834003644,9735.216772007047
GBPUSD,long,2025-01-03 09:35:00+00:00,2025-01-03 10:30:00+00:00,1.2392400000000001,1.2392446810497109,0.2565,0.0004899549634488354,BE after TP1,__fake_bos_bullish_break__support__ha_three_candle_bull,BE after TP1,1.2402199999999999,2025-01-03 10:00:00+00:00,RR_1:2,,,0.00025136999999993815,0.0004899549634488354,10.1411710503717,9745.35794305742
GBPUSD,short,2025-01-03 09:15:00+00:00,2025-01-03 11:20:00+00:00,1.2396099999999999,1.2409605998580588,0.37,-0.001350599858058965,auto,__fake_bos_bullish_break__support__cisd_bear,auto,,,,,,,-0.001350599858058965,-40.312836092143264,9705.045106965275
GBPUSD,short,2025-01-03 09:20:00+00:00,2025-01-03 11:20:00+00:00,1.23905,1.2410062712967689,0.256,-0.0019562712967688967,auto,__fake_bos_bullish_break__support__three_candle_bear,auto,,,,,,,-0.0019562712967688967,-40.418502237426864,9664.626604727848
GBPUSD,short,2025-01-03 09:40:00+00:00,2025-01-03 11:20:00+00:00,1.23933,1.2410177125288167,0.296,-0.0016877125288166095,auto,__fake_bos_bullish_break__support__ha_two_candle_bear,auto,,,,,,,-0.0016877125288166095,-40.30911125605903,9624.31749347179
